Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,Brand_Model,AgeGroup,km_per_year,log_kmDriven
Tata,Nexon,5,90000.0,Automatic,second,Hybrid/CNG,650000,Tata_Nexon,Recent,18000.0,11.407576060361786
Maruti Suzuki,800,19,97000.0,Manual,second,Petrol,110000,Maruti Suzuki_800,Old,5105.263157894737,11.48247656671073
Nissan,Micra,7,70805.0,Automatic,second,Petrol,483000,Nissan_Micra,Mid,10115.0,11.167699021853803
Honda,Amaze,6,61000.0,Manual,first,Diesel,549000,Honda_Amaze,Mid,10166.666666666666,11.0186455364637
Porsche,Cayenne,13,60000.0,Automatic,second,Petrol,2399000,Porsche_Cayenne,Old,4615.384615384615,11.002116507732017
Maruti Suzuki,Celerio,5,41000.0,Automatic,first,Hybrid/CNG,511000,Maruti Suzuki_Celerio,Recent,8200.0,10.62135173563291
Maruti Suzuki,Alto-K10,8,41000.0,Manual,first,Petrol,325000,Maruti Suzuki_Alto-K10,Mid,5125.0,10.62135173563291
Hyundai,EON,11,32000.0,Manual,first,Petrol,240000,Hyundai_EON,Old,2909.090909090909,10.373522431293592
Hyundai,Elite i20,5,35000.0,Manual,first,Petrol,465000,Hyundai_Elite i20,Recent,7000.0,10.463131911491967
Volkswagen,Vento,10,40000.0,Automatic,first,Petrol,475000,Volkswagen_Vento,Mid,4000.0,10.596659732783579
Maruti Suzuki,Alto-800,10,36000.0,Automatic,first,Hybrid/CNG,260000,Maruti Suzuki_Alto-800,Mid,3600.0,10.491301994830229
Skoda,Superb,6,19788.0,Automatic,second,Petrol,1750000,Skoda_Superb,Mid,3298.0,9.892881506748903
Hyundai,Elite i20,8,50000.0,Manual,first,Petrol,540000,Hyundai_Elite i20,Mid,6250.0,10.819798284210286
Maruti Suzuki,Eeco,3,40000.0,Automatic,first,Hybrid/CNG,440000,Maruti Suzuki_Eeco,Recent,13333.333333333334,10.596659732783579
Maruti Suzuki,Baleno,2,51000.0,Manual,first,Hybrid/CNG,800000,Maruti Suzuki_Baleno,New,25500.0,10.839600519357369
Maruti Suzuki,Swift-Dzire,10,120000.0,Manual,first,Diesel,475000,Maruti Suzuki_Swift-Dzire,Mid,12000.0,11.695255355062795
Mahindra,Thar,3,50922.0,Automatic,second,Diesel,1645000,Mahindra_Thar,Recent,16974.0,10.838069966882449
Maruti Suzuki,Baleno,6,65000.0,Automatic,second,Hybrid/CNG,565000,Maruti Suzuki_Baleno,Mid,10833.333333333334,11.082157933374816
Honda,City,7,70000.0,Automatic,first,Petrol,810000,Honda_City,Mid,10000.0,11.156264806643742
Maruti Suzuki,Wagon-R,9,46545.0,Manual,first,Petrol,425000,Maruti Suzuki_Wagon-R,Mid,5171.666666666667,10.74819634990461
Maruti Suzuki,Celerio,7,45000.0,Automatic,second,Hybrid/CNG,350000,Maruti Suzuki_Celerio,Mid,6428.571428571428,10.714439990727769
Hyundai,Venue,5,90208.0,Manual,first,Diesel,800000,Hyundai_Venue,Recent,18041.6,11.409884479343704
Maruti Suzuki,Swift-Dzire,8,50470.0,Manual,first,Petrol,500000,Maruti Suzuki_Swift-Dzire,Mid,6308.75,10.829154192888762
Mercedes-Benz,E-Class,9,130000.0,Automatic,first,Diesel,1875000,Mercedes-Benz_E-Class,Mid,14444.444444444445,11.775297421715827
Maruti Suzuki,Swift-Dzire,13,77500.0,Manual,second,Petrol,235000,Maruti Suzuki_Swift-Dzire,Old,5961.538461538462,11.258046118484
Hyundai,Grand i10,5,40000.0,Automatic,second,Hybrid/CNG,525000,Hyundai_Grand i10,Recent,8000.0,10.596659732783579
Maruti Suzuki,Baleno,5,66510.0,Automatic,first,Petrol,690000,Maruti Suzuki_Baleno,Recent,13302.0,11.10512262649847
Volkswagen,Polo,12,61000.0,Manual,second,Petrol,260000,Volkswagen_Polo,Old,5083.333333333333,11.0186455364637
Honda,Jazz,7,65900.0,Manual,second,Petrol,585000,Honda_Jazz,Mid,9414.285714285714,11.095908894882296
Maruti Suzuki,Swift Dzire,7,77000.0,Manual,second,Diesel,600000,Maruti Suzuki_Swift Dzire,Mid,11000.0,11.251573687764477
Toyota,Innova Hycross,1,17000.0,Automatic,first,Hybrid/CNG,3750000,Toyota_Innova Hycross,New,17000.0,9.741027444837728
Maruti Suzuki,Alto,18,90000.0,Manual,second,Petrol,70000,Maruti Suzuki_Alto,Old,5000.0,11.407576060361786
Mercedes-Benz,C-Class,8,80000.0,Automatic,second,Diesel,1900000,Mercedes-Benz_C-Class,Mid,10000.0,11.289794413577894
Hyundai,i10,10,79609.0,Manual,first,Petrol,400000,Hyundai_i10,Mid,7960.9,11.284894992082624
Hyundai,Xcent Prime,5,60000.0,Manual,first,Hybrid/CNG,425000,Hyundai_Xcent Prime,Recent,12000.0,11.002116507732017
Maruti Suzuki,Celerio,8,62477.0,Manual,second,Hybrid/CNG,295000,Maruti Suzuki_Celerio,Mid,7809.625,11.04256977375795
Hyundai,New i20,3,34500.0,Automatic,first,Petrol,795000,Hyundai_New i20,Recent,11500.0,10.448743588106625
Honda,Brio,12,75000.0,Manual,first,Petrol,260000,Honda_Brio,Old,6250.0,11.225256725762893
Maruti Suzuki,Wagon-R,16,1.0,Manual,second,Hybrid/CNG,135000,Maruti Suzuki_Wagon-R,Old,0.0625,0.6931471805599453
Maruti Suzuki,maruti-suzuki-dzire,5,49000.0,Automatic,first,Petrol,660000,Maruti Suzuki_maruti-suzuki-dzire,Recent,9800.0,10.799595985047786
Maruti Suzuki,Wagon-R,8,95000.0,Automatic,second,Hybrid/CNG,264999,Maruti Suzuki_Wagon-R,Mid,11875.0,11.461642696843066
Ford,Endeavour,8,88000.0,Automatic,first,Diesel,2700000,Ford_Endeavour,Mid,11000.0,11.385103457032141
Maruti Suzuki,Eeco,2,49000.0,Manual,first,Hybrid/CNG,565000,Maruti Suzuki_Eeco,New,24500.0,10.799595985047786
Kia,Seltos,4,65000.0,Manual,first,Diesel,985000,Kia_Seltos,Recent,16250.0,11.082157933374816
Hyundai,Elantra,7,37000.0,Automatic,first,Petrol,1240000,Hyundai_Elantra,Mid,5285.714285714285,10.518700218288165
Hyundai,Grand i10 Nios,4,54000.0,Automatic,first,Hybrid/CNG,625000,Hyundai_Grand i10 Nios,Recent,13500.0,10.896757843893464
Toyota,Urban Cruiser,2,30000.0,Automatic,first,Petrol,1090000,Toyota_Urban Cruiser,New,15000.0,10.308985993422082
Mahindra,Thar,9,46000.0,Manual,second,Diesel,725000,Mahindra_Thar,Mid,5111.111111111111,10.736418414365376
Toyota,Glanza,5,28146.0,Manual,first,Petrol,650000,Toyota_Glanza,Recent,5629.2,10.245196055952587
Mercedes-Benz,GLC,8,93000.0,Automatic,first,Diesel,2800000,Mercedes-Benz_GLC,Mid,11625.0,11.440365524765756
Tata,Harrier,3,129000.0,Automatic,first,Diesel,1650000,Tata_Harrier,Recent,43000.0,11.767575435251748
Isuzu,MUX,5,99156.0,Automatic,first,Diesel,1950000,Isuzu_MUX,Recent,19831.2,11.504459731556729
Maruti Suzuki,Swift-Dzire,6,70000.0,Automatic,first,Petrol,560000,Maruti Suzuki_Swift-Dzire,Mid,11666.666666666666,11.156264806643742
Maruti Suzuki,Alto-800,11,24500.0,Manual,first,Petrol,199000,Maruti Suzuki_Alto-800,Old,2227.2727272727275,10.106469212026385
Mahindra,XUV 300,5,65000.0,Manual,first,Diesel,975000,Mahindra_XUV 300,Recent,13000.0,11.082157933374816
Maruti Suzuki,Ertiga,1,30000.0,Automatic,first,Hybrid/CNG,1190000,Maruti Suzuki_Ertiga,New,30000.0,10.308985993422082
Maruti Suzuki,Eeco,2,55000.0,Automatic,second,Hybrid/CNG,550000,Maruti Suzuki_Eeco,New,27500.0,10.915106645867503
Audi,Q7,7,99000.0,Automatic,first,Diesel,2800000,Audi_Q7,Mid,14142.857142857143,11.502885230075814
Hyundai,Creta,4,35000.0,Automatic,first,Petrol,1190000,Hyundai_Creta,Recent,8750.0,10.463131911491967
Hyundai,Venue,1,27000.0,Automatic,first,Petrol,1250000,Hyundai_Venue,New,27000.0,10.203629181337648
Hyundai,Creta,8,55000.0,Manual,second,Petrol,675000,Hyundai_Creta,Mid,6875.0,10.915106645867503
Maruti Suzuki,Swift,10,76000.0,Manual,first,Diesel,470000,Maruti Suzuki_Swift,Mid,7600.0,11.23850177707664
Maruti Suzuki,Omni,11,107968.0,Manual,second,Hybrid/CNG,180000,Maruti Suzuki_Omni,Old,9815.272727272728,11.589599427866304
Tata,Safari,3,51000.0,Automatic,second,Diesel,1790000,Tata_Safari,Recent,17000.0,10.839600519357369
Hyundai,i10,12,79810.0,Manual,second,Hybrid/CNG,200000,Hyundai_i10,Old,6650.833333333333,11.287416618549733
Maruti Suzuki,Eeco,2,20000.0,Manual,first,Petrol,485000,Maruti Suzuki_Eeco,New,10000.0,9.90353755128617
Hyundai,Santro,22,28000.0,Manual,first,Petrol,160000,Hyundai_Santro,Old,1272.7272727272727,10.239995502805316
Kia,Sonet,4,32000.0,Automatic,second,Diesel,1125000,Kia_Sonet,Recent,8000.0,10.373522431293592
Hyundai,Verna,11,96000.0,Manual,first,Diesel,425000,Hyundai_Verna,Old,8727.272727272728,11.472113887062386
Hyundai,Xcent Prime,6,156000.0,Manual,first,Hybrid/CNG,350000,Hyundai_Xcent Prime,Mid,26000.0,11.957617696467539
Maruti Suzuki,Alto-800,7,55125.0,Manual,first,Petrol,265000,Maruti Suzuki_Alto-800,Mid,7875.0,10.917376753174178
MG,ASTOR,2,67000.0,Automatic,second,Hybrid/CNG,1150000,MG_ASTOR,New,33500.0,11.112462823634855
Honda,City,8,74381.0,Automatic,first,Hybrid/CNG,599999,Honda_City,Mid,9297.625,11.216969256066202
Tata,Nexon,3,33000.0,Manual,first,Diesel,845000,Tata_Nexon,Recent,11000.0,10.404293143019792
Maruti Suzuki,Celerio,5,60000.0,Automatic,first,Hybrid/CNG,385000,Maruti Suzuki_Celerio,Recent,12000.0,11.002116507732017
Hyundai,Grand i10,6,56000.0,Manual,first,Hybrid/CNG,475000,Hyundai_Grand i10,Mid,9333.333333333334,10.933124826700707
Maruti Suzuki,Wagon-R-1-0,8,41258.0,Manual,second,Hybrid/CNG,365000,Maruti Suzuki_Wagon-R-1-0,Mid,5157.25,10.627624549782817
Mahindra,Scorpio,13,110000.0,Manual,first,Diesel,650008,Mahindra_Scorpio,Old,8461.538461538461,11.608244735642321
Hyundai,Xcent,8,54200.0,Automatic,first,Petrol,399000,Hyundai_Xcent,Mid,6775.0,10.900454637442037
Skoda,Rapid,9,99000.0,Automatic,second,Diesel,485000,Skoda_Rapid,Mid,11000.0,11.502885230075814
Maruti Suzuki,Swift,11,73000.0,Manual,second,Petrol,300000,Maruti Suzuki_Swift,Old,6636.363636363636,11.19822841866684
Renault,KWID,9,53000.0,Manual,first,Petrol,245000,Renault_KWID,Mid,5888.888888888889,10.87806606028079
Hyundai,Verna,12,80000.0,Automatic,second,Hybrid/CNG,300000,Hyundai_Verna,Old,6666.666666666667,11.289794413577894
Maruti Suzuki,Eeco,2,19000.0,Manual,first,Petrol,610000,Maruti Suzuki_Eeco,New,9500.0,9.852246888342531
Skoda,Fabia,12,25000.0,Manual,second,Petrol,179000,Skoda_Fabia,Old,2083.3333333333335,10.12667110305036
Maruti Suzuki,Baleno,6,54000.0,Manual,first,Petrol,497000,Maruti Suzuki_Baleno,Mid,9000.0,10.896757843893464
Skoda,Octavia,4,31010.0,Automatic,second,Petrol,1515000,Skoda_Octavia,Recent,7752.5,10.342097259236594
Skoda,Rapid,6,54000.0,Automatic,first,Diesel,945000,Skoda_Rapid,Mid,9000.0,10.896757843893464
Toyota,Corolla Altis,9,104000.0,Automatic,second,Hybrid/CNG,625000,Toyota_Corolla Altis,Mid,11555.555555555555,11.552155793461898
Mercedes-Benz,M-Class,8,85000.0,Automatic,second,Diesel,2450000,Mercedes-Benz_M-Class,Mid,10625.0,11.350418300109132
Maruti Suzuki,Omni,6,52500.0,Manual,second,Petrol,240000,Maruti Suzuki_Omni,Mid,8750.0,10.868587496017359
Tata,Indica,13,100413.0,Manual,first,Diesel,85000,Tata_Indica,Old,7724.076923076923,11.517056918749677
Maruti Suzuki,Alto-800,12,66000.0,Manual,second,Petrol,175000,Maruti Suzuki_Alto-800,Old,5500.0,11.097425172408931
Maruti Suzuki,S-Cross,7,72000.0,Manual,first,Diesel,695000,Maruti Suzuki_S-Cross,Mid,10285.714285714286,11.184435286790631
Ford,Mustang,7,19000.0,Automatic,first,Petrol,8275000,Ford_Mustang,Mid,2714.285714285714,9.852246888342531
Maruti Suzuki,Celerio,8,39000.0,Automatic,second,Petrol,325000,Maruti Suzuki_Celerio,Mid,4875.0,10.571342565808699
Maruti Suzuki,Baleno,8,60000.0,Manual,second,Hybrid/CNG,485000,Maruti Suzuki_Baleno,Mid,7500.0,11.002116507732017
Mahindra,Bolero Neo,2,90000.0,Manual,first,Diesel,800000,Mahindra_Bolero Neo,New,45000.0,11.407576060361786
Maruti Suzuki,Baleno,1,10500.0,Manual,first,Petrol,830000,Maruti Suzuki_Baleno,New,10500.0,9.259225769705994
Mercedes-Benz,B Class,10,79000.0,Automatic,second,Diesel,599000,Mercedes-Benz_B Class,Mid,7900.0,11.277215789596893
Maruti Suzuki,Eeco,4,70000.0,Manual,second,Hybrid/CNG,450000,Maruti Suzuki_Eeco,Recent,17500.0,11.156264806643742
Jeep,Wrangler,2,65000.0,Automatic,second,Petrol,5600000,Jeep_Wrangler,New,32500.0,11.082157933374816
Volvo,S60,12,122000.0,Automatic,second,Diesel,885000,Volvo_S60,Old,10166.666666666666,11.711784520403112
Maruti Suzuki,Ignis,6,65000.0,Automatic,second,Hybrid/CNG,475000,Maruti Suzuki_Ignis,Mid,10833.333333333334,11.082157933374816
Toyota,Innova Crysta,5,94000.0,Manual,first,Diesel,1875000,Toyota_Innova Crysta,Recent,18800.0,11.451060699493427
Maruti Suzuki,Celerio,8,72000.0,Manual,second,Petrol,370000,Maruti Suzuki_Celerio,Mid,9000.0,11.184435286790631
Maruti Suzuki,Wagon R 1.0,7,66000.0,Manual,first,Hybrid/CNG,370000,Maruti Suzuki_Wagon R 1.0,Mid,9428.57142857143,11.097425172408931
Renault,Kiger,1,19800.0,Automatic,first,Hybrid/CNG,850000,Renault_Kiger,New,19800.0,9.893487720457795
Hyundai,i20,7,80000.0,Manual,second,Petrol,545000,Hyundai_i20,Mid,11428.57142857143,11.289794413577894
Honda,Accord,14,93000.0,Automatic,first,Hybrid/CNG,235000,Honda_Accord,Old,6642.857142857143,11.440365524765756
Maruti Suzuki,Celerio,2,29000.0,Automatic,first,Petrol,570000,Maruti Suzuki_Celerio,New,14500.0,10.275085591132715
Maruti Suzuki,Ignis,5,59000.0,Automatic,first,Petrol,690000,Maruti Suzuki_Ignis,Recent,11800.0,10.985309671896763
Maruti Suzuki,Alto-800,4,80000.0,Manual,first,Hybrid/CNG,210000,Maruti Suzuki_Alto-800,Recent,20000.0,11.289794413577894
Hyundai,Grand i10,7,62000.0,Manual,second,Hybrid/CNG,425000,Hyundai_Grand i10,Mid,8857.142857142857,11.034905792929415
Maruti Suzuki,Alto-800,9,76000.0,Automatic,second,Petrol,179999,Maruti Suzuki_Alto-800,Mid,8444.444444444445,11.23850177707664
Maruti Suzuki,Ignis,6,105000.0,Automatic,second,Hybrid/CNG,380000,Maruti Suzuki_Ignis,Mid,17500.0,11.561725152903833
Maruti Suzuki,Baleno,4,49000.0,Manual,first,Petrol,540000,Maruti Suzuki_Baleno,Recent,12250.0,10.799595985047786
Honda,Amaze,8,60000.0,Manual,second,Diesel,520000,Honda_Amaze,Mid,7500.0,11.002116507732017
Tata,Tigor,6,53550.0,Automatic,first,Hybrid/CNG,450000,Tata_Tigor,Mid,8925.0,10.888389749837856
Maruti Suzuki,Brezza,5,48000.0,Manual,first,Diesel,870000,Maruti Suzuki_Brezza,Recent,9600.0,10.778977123006351
Maruti Suzuki,Wagon-R,4,40000.0,Automatic,first,Petrol,610000,Maruti Suzuki_Wagon-R,Recent,10000.0,10.596659732783579
Toyota,Etios,9,200000.0,Manual,second,Diesel,440000,Toyota_Etios,Mid,22222.222222222223,12.206077645517674
Datsun,RediGO,6,45213.0,Manual,first,Petrol,225001,Datsun_RediGO,Mid,7535.5,10.719162052375765
Hyundai,i20,11,50000.0,Manual,first,Hybrid/CNG,185000,Hyundai_i20,Old,4545.454545454545,10.819798284210286
Maruti Suzuki,Alto,5,81000.0,Manual,second,Petrol,260000,Maruti Suzuki_Alto,Recent,16200.0,11.302216779257382
Hyundai,Elantra,8,100000.0,Automatic,second,Hybrid/CNG,775000,Hyundai_Elantra,Mid,12500.0,11.51293546492023
Maruti Suzuki,Wagon-R,12,100000.0,Automatic,second,Hybrid/CNG,140000,Maruti Suzuki_Wagon-R,Old,8333.333333333334,11.51293546492023
Hyundai,Grand i10,9,68000.0,Manual,second,Hybrid/CNG,375000,Hyundai_Grand i10,Mid,7555.555555555556,11.127277689932466
Mercedes-Benz,GL-Class,9,159000.0,Automatic,second,Diesel,2975000,Mercedes-Benz_GL-Class,Mid,17666.666666666668,11.976665770490767
Mahindra,Marazzo,4,72045.0,Manual,first,Diesel,780000,Mahindra_Marazzo,Recent,18011.25,11.18506008288446
Maruti Suzuki,Baleno,8,77000.0,Automatic,second,Hybrid/CNG,489999,Maruti Suzuki_Baleno,Mid,9625.0,11.251573687764477
Honda,Amaze,7,40000.0,Manual,second,Hybrid/CNG,400000,Honda_Amaze,Mid,5714.285714285715,10.596659732783579
Toyota,Innova Crysta,5,28000.0,Automatic,first,Petrol,1499000,Toyota_Innova Crysta,Recent,5600.0,10.239995502805316
Toyota,Corolla Altis,13,82000.0,Manual,second,Hybrid/CNG,275000,Toyota_Corolla Altis,Old,6307.692307692308,11.314486721293981
Ford,Aspire,7,61101.0,Manual,second,Hybrid/CNG,375000,Ford_Aspire,Mid,8728.714285714286,11.020299877848188
Audi,A6,11,70334.0,Automatic,second,Diesel,950000,Audi_A6,Old,6394.0,11.161024820191797
Hyundai,Elite i20,7,120000.0,Manual,second,Diesel,630000,Hyundai_Elite i20,Mid,17142.85714285714,11.695255355062795
Audi,A3,8,75000.0,Automatic,second,Diesel,999999,Audi_A3,Mid,9375.0,11.225256725762893
Hyundai,Alcazar,2,19523.0,Automatic,first,Petrol,1799999,Hyundai_Alcazar,New,9761.5,9.879399757007038
BMW,X1,8,55100.0,Automatic,second,Diesel,1895000,BMW_X1,Mid,6887.5,10.916923143796645
Hyundai,Verna,8,51200.0,Automatic,second,Petrol,539000,Hyundai_Verna,Mid,6400.0,10.843514342086866
Maruti Suzuki,Sx4,15,83000.0,Manual,second,Hybrid/CNG,169000,Maruti Suzuki_Sx4,Old,5533.333333333333,11.326607934898927
Kia,Seltos,5,39000.0,Manual,first,Petrol,1075000,Kia_Seltos,Recent,7800.0,10.571342565808699
Ford,Ecosport,10,71877.0,Manual,second,Petrol,299000,Ford_Ecosport,Mid,7187.7,11.182725516359033
Maruti Suzuki,Ignis,6,90000.0,Automatic,first,Diesel,650000,Maruti Suzuki_Ignis,Mid,15000.0,11.407576060361786
Honda,City,9,121000.0,Manual,second,Diesel,665000,Honda_City,Mid,13444.444444444445,11.703554089007538
Toyota,Fortuner,10,90000.0,Automatic,second,Diesel,1351000,Toyota_Fortuner,Mid,9000.0,11.407576060361786
Maruti Suzuki,Eeco,5,94000.0,Manual,second,Petrol,400000,Maruti Suzuki_Eeco,Recent,18800.0,11.451060699493427
Hyundai,Xcent,10,90000.0,Manual,first,Petrol,430000,Hyundai_Xcent,Mid,9000.0,11.407576060361786
Hyundai,Creta,8,88883.0,Automatic,first,Petrol,815000,Hyundai_Creta,Mid,11110.375,11.39508742780129
Maruti Suzuki,Eeco,5,99000.0,Manual,first,Hybrid/CNG,400000,Maruti Suzuki_Eeco,Recent,19800.0,11.502885230075814
Maruti Suzuki,Ritz,9,81000.0,Manual,first,Diesel,396000,Maruti Suzuki_Ritz,Mid,9000.0,11.302216779257382
Hyundai,Creta,5,79000.0,Manual,second,Diesel,1069000,Hyundai_Creta,Recent,15800.0,11.277215789596893
Mahindra,XUV500,9,92000.0,Manual,second,Diesel,945000,Mahindra_XUV500,Mid,10222.222222222223,11.429554725537322
Toyota,Fortuner,0,4500.0,Automatic,first,Diesel,4100000,Toyota_Fortuner,New,4500.0,8.412054873292933
Maruti Suzuki,Swift,5,48000.0,Automatic,second,Petrol,590000,Maruti Suzuki_Swift,Recent,9600.0,10.778977123006351
Mahindra,Xylo,13,124000.0,Manual,first,Diesel,485000,Mahindra_Xylo,Old,9538.461538461539,11.728044909070785
Mahindra,Alturas G4,5,74520.0,Automatic,first,Diesel,1700000,Mahindra_Alturas G4,Recent,14904.0,11.218836243841805
Volkswagen,VentoTest,8,75475.0,Automatic,first,Petrol,775000,Volkswagen_VentoTest,Mid,9434.375,11.231570003907605
Maruti Suzuki,Wagon-R-1-0,8,58000.0,Manual,first,Hybrid/CNG,370000,Maruti Suzuki_Wagon-R-1-0,Mid,7250.0,10.968215530759236
Maruti Suzuki,Vitara-Brezza,5,35000.0,Automatic,first,Diesel,900000,Maruti Suzuki_Vitara-Brezza,Recent,7000.0,10.463131911491967
Toyota,Etios,11,82000.0,Manual,second,Diesel,349000,Toyota_Etios,Old,7454.545454545455,11.314486721293981
Maruti Suzuki,Alto-800,15,95334.0,Manual,first,Hybrid/CNG,120000,Maruti Suzuki_Alto-800,Old,6355.6,11.465152283498545
Tata,Zest,9,90000.0,Manual,second,Hybrid/CNG,200000,Tata_Zest,Mid,10000.0,11.407576060361786
Chevrolet,Cruze,11,95000.0,Manual,first,Diesel,525000,Chevrolet_Cruze,Old,8636.363636363636,11.461642696843066
Audi,A4,11,31000.0,Automatic,second,Diesel,1550000,Audi_A4,Old,2818.181818181818,10.34177474101152
Maruti Suzuki,Swift-Dzire,6,44197.0,Manual,second,Hybrid/CNG,525000,Maruti Suzuki_Swift-Dzire,Mid,7366.166666666667,10.69643481817325
Hyundai,Santro Xing,11,80000.0,Manual,first,Hybrid/CNG,195000,Hyundai_Santro Xing,Old,7272.727272727273,11.289794413577894
Toyota,Innova,11,150000.0,Manual,second,Diesel,675000,Toyota_Innova,Old,13636.363636363636,11.918397239722838
Skoda,Octavia,9,106000.0,Automatic,second,Petrol,1025000,Skoda_Octavia,Mid,11777.777777777777,11.571203807011969
Hyundai,i20,6,40000.0,Automatic,second,Petrol,590000,Hyundai_i20,Mid,6666.666666666667,10.596659732783579
Maruti Suzuki,Omni,9,60000.0,Manual,second,Petrol,160000,Maruti Suzuki_Omni,Mid,6666.666666666667,11.002116507732017
MG,Hector,5,57000.0,Manual,first,Diesel,1451000,MG_Hector,Recent,11400.0,10.950824090522445
Hyundai,Creta,6,66000.0,Automatic,second,Diesel,1000000,Hyundai_Creta,Mid,11000.0,11.097425172408931
Toyota,Innova Crysta,4,45000.0,Automatic,first,Diesel,2699000,Toyota_Innova Crysta,Recent,11250.0,10.714439990727769
Maruti Suzuki,Swift,2,40000.0,Automatic,first,Petrol,765000,Maruti Suzuki_Swift,New,20000.0,10.596659732783579
Maruti Suzuki,Celerio,2,54600.0,Automatic,first,Petrol,650000,Maruti Suzuki_Celerio,New,27300.0,10.907807476583594
BMW,5 Series,10,70000.0,Automatic,second,Diesel,2271000,BMW_5 Series,Mid,7000.0,11.156264806643742
Maruti Suzuki,Omni,14,100000.0,Automatic,first,Hybrid/CNG,100000,Maruti Suzuki_Omni,Old,7142.857142857143,11.51293546492023
Hyundai,Santro Xing,14,85200.0,Manual,second,Hybrid/CNG,90000,Hyundai_Santro Xing,Old,6085.714285714285,11.352768449837729
Mercedes-Benz,M-Class,11,69000.0,Automatic,first,Diesel,1749999,Mercedes-Benz_M-Class,Old,6272.727272727273,11.141876276228
Hyundai,Creta,8,40000.0,Automatic,first,Petrol,715000,Hyundai_Creta,Mid,5000.0,10.596659732783579
Hyundai,Eon,6,41000.0,Manual,second,Petrol,250000,Hyundai_Eon,Mid,6833.333333333333,10.62135173563291
Honda,Amaze,5,120000.0,Manual,second,Petrol,399000,Honda_Amaze,Recent,24000.0,11.695255355062795
Mahindra,XUV500,10,180000.0,Manual,second,Diesel,810000,Mahindra_XUV500,Mid,18000.0,12.100717685412471
Toyota,Innova Crysta,4,120602.0,Manual,first,Diesel,1775000,Toyota_Innova Crysta,Recent,30150.5,11.70025943858772
Honda,City,3,30000.0,Manual,first,Petrol,1025000,Honda_City,Recent,10000.0,10.308985993422082
Skoda,Superb,7,87000.0,Automatic,second,Diesel,1250000,Skoda_Superb,Mid,12428.57142857143,11.373674891823535
Maruti Suzuki,Wagon-R,11,85000.0,Manual,second,Hybrid/CNG,295000,Maruti Suzuki_Wagon-R,Old,7727.272727272727,11.350418300109132
Honda,Civic,11,78000.0,Automatic,second,Hybrid/CNG,425000,Honda_Civic,Old,7090.909090909091,11.264476926102367
Tata,Tigor,5,52000.0,Automatic,first,Hybrid/CNG,685000,Tata_Tigor,Recent,10400.0,10.859018228147887
Honda,City,6,68500.0,Manual,first,Petrol,850000,Honda_City,Mid,11416.666666666666,11.134603622683905
Mahindra,XUV500,9,65200.0,Manual,second,Diesel,649000,Mahindra_XUV500,Mid,7244.444444444444,11.08523008522044
Honda,City,13,120000.0,Manual,first,Petrol,450000,Honda_City,Old,9230.76923076923,11.695255355062795
Honda,Amaze,5,70000.0,Automatic,second,Petrol,540000,Honda_Amaze,Recent,14000.0,11.156264806643742
Hyundai,Aura,1,76652.0,Automatic,first,Hybrid/CNG,710000,Hyundai_Aura,New,76652.0,11.2470440224773
Toyota,Innova,15,177779.0,Manual,second,Diesel,470000,Toyota_Innova,Old,11851.933333333332,12.088302109795666
