Brand,model,Age,kmDriven,Transmission,Owner,FuelType,AskPrice,Brand_Model,AgeGroup,km_per_year,log_kmDriven
Maruti Suzuki,Wagon-R-1-0,9,75000.0,Manual,first,Hybrid/CNG,349999,Maruti Suzuki_Wagon-R-1-0,Mid,8333.333333333334,11.225256725762893
Maruti Suzuki,Swift,13,68000.0,Automatic,second,Hybrid/CNG,165000,Maruti Suzuki_Swift,Old,5230.7692307692305,11.127277689932466
Maruti Suzuki,Ertiga,8,114000.0,Manual,second,Hybrid/CNG,619000,Maruti Suzuki_Ertiga,Mid,14250.0,11.643962499267984
Mahindra,Scorpio,6,85000.0,Manual,second,Diesel,1385000,Mahindra_Scorpio,Mid,14166.666666666666,11.350418300109132
Mercedes-Benz,GLC Class,3,47000.0,Automatic,first,Diesel,4500000,Mercedes-Benz_GLC Class,Recent,15666.666666666666,10.757924157061597
Maruti Suzuki,Vitara-Brezza,3,72375.0,Manual,first,Hybrid/CNG,690000,Maruti Suzuki_Vitara-Brezza,Recent,24125.0,11.189630031705578
Kia,Seltos,5,79000.0,Manual,second,Petrol,1095000,Kia_Seltos,Recent,15800.0,11.277215789596893
Maruti Suzuki,Eeco,8,152000.0,Automatic,second,Hybrid/CNG,380786,Maruti Suzuki_Eeco,Mid,19000.0,11.931642378754141
Maruti Suzuki,Jimny,1,5500.0,Manual,first,Petrol,955000,Maruti Suzuki_Jimny,New,5500.0,8.612685172875459
Hyundai,Verna,11,60000.0,Manual,second,Petrol,350000,Hyundai_Verna,Old,5454.545454545455,11.002116507732017
Maruti Suzuki,Wagon-R-1-0,1,56000.0,Automatic,first,Hybrid/CNG,560000,Maruti Suzuki_Wagon-R-1-0,New,56000.0,10.933124826700707
Maruti Suzuki,Baleno,7,65000.0,Automatic,second,Hybrid/CNG,570000,Maruti Suzuki_Baleno,Mid,9285.714285714286,11.082157933374816
Maruti Suzuki,Eeco,12,105000.0,Automatic,second,Hybrid/CNG,220000,Maruti Suzuki_Eeco,Old,8750.0,11.561725152903833
Volkswagen,Polo,8,37000.0,Automatic,second,Petrol,649000,Volkswagen_Polo,Mid,4625.0,10.518700218288165
Maruti Suzuki,Alto-K10,9,52000.0,Automatic,second,Hybrid/CNG,349000,Maruti Suzuki_Alto-K10,Mid,5777.777777777777,10.859018228147887
Toyota,Corolla Altis,9,54419.0,Manual,second,Hybrid/CNG,699000,Toyota_Corolla Altis,Mid,6046.555555555556,10.904487012337237
Mahindra,Scorpio,8,90000.0,Manual,second,Diesel,1040000,Mahindra_Scorpio,Mid,11250.0,11.407576060361786
Maruti Suzuki,Ertiga,5,64000.0,Automatic,second,Hybrid/CNG,820000,Maruti Suzuki_Ertiga,Recent,12800.0,11.06665398721974
Mahindra,XUV 300,5,85000.0,Automatic,first,Diesel,875000,Mahindra_XUV 300,Recent,17000.0,11.350418300109132
Hyundai,Creta,9,66698.0,Manual,second,Diesel,745000,Hyundai_Creta,Mid,7410.888888888889,11.107945239287579
Hyundai,New i20,4,47000.0,Manual,second,Diesel,750000,Hyundai_New i20,Recent,11750.0,10.757924157061597
Toyota,Urban Cruiser Hyryder,0,1900.0,Automatic,first,Hybrid/CNG,2125000,Toyota_Urban Cruiser Hyryder,New,1900.0,7.550135342488429
Toyota,Innova Crysta,6,150000.0,Manual,first,Diesel,1235000,Toyota_Innova Crysta,Mid,25000.0,11.918397239722838
Maruti Suzuki,Baleno,8,25000.0,Manual,first,Petrol,515000,Maruti Suzuki_Baleno,Mid,3125.0,10.12667110305036
Honda,WRV,7,56000.0,Manual,first,Diesel,480000,Honda_WRV,Mid,8000.0,10.933124826700707
Maruti Suzuki,Alto-800,7,54000.0,Manual,second,Hybrid/CNG,215000,Maruti Suzuki_Alto-800,Mid,7714.285714285715,10.896757843893464
Hyundai,Verna,0,8499.0,Automatic,first,Petrol,1574999,Hyundai_Verna,New,8499.0,9.047821442478408
Hyundai,Elite i20,6,63512.0,Manual,first,Petrol,555000,Hyundai_Elite i20,Mid,10585.333333333334,11.05899988833705
Maruti Suzuki,Wagon-R,8,57000.0,Automatic,first,Petrol,399000,Maruti Suzuki_Wagon-R,Mid,7125.0,10.950824090522445
Skoda,Fabia,14,88000.0,Automatic,second,Petrol,170000,Skoda_Fabia,Old,6285.714285714285,11.385103457032141
Hyundai,i10,11,62000.0,Manual,second,Hybrid/CNG,325000,Hyundai_i10,Old,5636.363636363636,11.034905792929415
Hyundai,Grand i10,9,53000.0,Automatic,first,Hybrid/CNG,429000,Hyundai_Grand i10,Mid,5888.888888888889,10.87806606028079
Skoda,Octavia,9,150000.0,Automatic,first,Diesel,899000,Skoda_Octavia,Mid,16666.666666666668,11.918397239722838
Maruti Suzuki,Alto,16,82000.0,Manual,second,Petrol,154000,Maruti Suzuki_Alto,Old,5125.0,11.314486721293981
Honda,Amaze,8,39000.0,Manual,second,Petrol,285000,Honda_Amaze,Mid,4875.0,10.571342565808699
Maruti Suzuki,Baleno,5,110000.0,Automatic,first,Petrol,475000,Maruti Suzuki_Baleno,Recent,22000.0,11.608244735642321
Maruti Suzuki,Omni,6,80000.0,Automatic,first,Hybrid/CNG,220000,Maruti Suzuki_Omni,Mid,13333.333333333334,11.289794413577894
Maruti Suzuki,Ertiga,10,75871.0,Manual,second,Hybrid/CNG,575000,Maruti Suzuki_Ertiga,Mid,7587.1,11.236802988865133
Hyundai,Creta,8,106000.0,Automatic,second,Diesel,985000,Hyundai_Creta,Mid,13250.0,11.571203807011969
Hyundai,i20,8,62000.0,Manual,second,Petrol,465000,Hyundai_i20,Mid,7750.0,11.034905792929415
Maruti Suzuki,Wagon-R-1-0,10,97000.0,Manual,second,Hybrid/CNG,300000,Maruti Suzuki_Wagon-R-1-0,Mid,9700.0,11.48247656671073
Maruti Suzuki,Wagon-R,12,146000.0,Manual,second,Hybrid/CNG,210000,Maruti Suzuki_Wagon-R,Old,12166.666666666666,11.891368749982085
Jeep,Compass,6,69000.0,Manual,first,Diesel,921000,Jeep_Compass,Mid,11500.0,11.141876276228
Honda,City,9,67000.0,Automatic,second,Hybrid/CNG,565000,Honda_City,Mid,7444.444444444444,11.112462823634855
Maruti Suzuki,S-Cross,5,53000.0,Manual,first,Diesel,700000,Maruti Suzuki_S-Cross,Recent,10600.0,10.87806606028079
Maruti Suzuki,Alto-800,9,81000.0,Automatic,second,Hybrid/CNG,255000,Maruti Suzuki_Alto-800,Mid,9000.0,11.302216779257382
Honda,City Hybrid eHEV,6,55000.0,Automatic,second,Petrol,690000,Honda_City Hybrid eHEV,Mid,9166.666666666666,10.915106645867503
Maruti Suzuki,Swift,13,111000.0,Manual,second,Diesel,330000,Maruti Suzuki_Swift,Old,8538.461538461539,11.6172944892629
Honda,City,12,96266.0,Manual,first,Petrol,395000,Honda_City,Old,8022.166666666667,11.474880859930582
Audi,A6,6,85000.0,Automatic,first,Diesel,2471000,Audi_A6,Mid,14166.666666666666,11.350418300109132
Mitsubishi,Pajero Sport,11,164000.0,Manual,first,Diesel,1200000,Mitsubishi_Pajero Sport,Old,14909.09090909091,12.00762780434872
Maruti Suzuki,Swift,6,78000.0,Manual,first,Diesel,499999,Maruti Suzuki_Swift,Mid,13000.0,11.264476926102367
Hyundai,Eon,12,49000.0,Manual,first,Petrol,185000,Hyundai_Eon,Old,4083.3333333333335,10.799595985047786
Hyundai,i10,14,76000.0,Manual,first,Petrol,285000,Hyundai_i10,Old,5428.571428571428,11.23850177707664
Maruti Suzuki,Ciaz,5,52000.0,Manual,second,Petrol,675000,Maruti Suzuki_Ciaz,Recent,10400.0,10.859018228147887
Hyundai,Grand i10,9,53000.0,Automatic,first,Hybrid/CNG,429000,Hyundai_Grand i10,Mid,5888.888888888889,10.87806606028079
Honda,Amaze,7,55000.0,Manual,first,Petrol,395000,Honda_Amaze,Mid,7857.142857142857,10.915106645867503
Toyota,Etios,8,50000.0,Manual,first,Hybrid/CNG,355000,Toyota_Etios,Mid,6250.0,10.819798284210286
Maruti Suzuki,Vitara Brezza,6,67000.0,Automatic,first,Diesel,695000,Maruti Suzuki_Vitara Brezza,Mid,11166.666666666666,11.112462823634855
BMW,X1,5,49000.0,Automatic,first,Diesel,2550000,BMW_X1,Recent,9800.0,10.799595985047786
Renault,KWID,8,85000.0,Manual,first,Hybrid/CNG,179000,Renault_KWID,Mid,10625.0,11.350418300109132
Maruti Suzuki,S-Presso,2,7253.0,Manual,first,Petrol,495000,Maruti Suzuki_S-Presso,New,3626.5,8.889308319842847
Mercedes-Benz,S-Class,10,74000.0,Automatic,second,Diesel,4475000,Mercedes-Benz_S-Class,Mid,7400.0,11.211833885608513
Hyundai,i20,9,35000.0,Manual,first,Diesel,570000,Hyundai_i20,Mid,3888.8888888888887,10.463131911491967
Maruti Suzuki,Ertiga,11,56000.0,Manual,second,Hybrid/CNG,475000,Maruti Suzuki_Ertiga,Old,5090.909090909091,10.933124826700707
Mahindra,XUV500,11,81453.0,Manual,first,Diesel,460000,Mahindra_XUV500,Old,7404.818181818182,11.307793722707704
Maruti Suzuki,Swift-Dzire,5,82000.0,Manual,first,Diesel,795000,Maruti Suzuki_Swift-Dzire,Recent,16400.0,11.314486721293981
Honda,CR-V,9,70000.0,Automatic,first,Hybrid/CNG,811000,Honda_CR-V,Mid,7777.777777777777,11.156264806643742
Mahindra,TUV,8,200000.0,Automatic,second,Diesel,420000,Mahindra_TUV,Mid,25000.0,12.206077645517674
Maruti Suzuki,Ertiga,5,63000.0,Automatic,second,Hybrid/CNG,820000,Maruti Suzuki_Ertiga,Recent,12600.0,11.050905878263567
Maruti Suzuki,Wagon-R,2,65000.0,Automatic,second,Hybrid/CNG,595000,Maruti Suzuki_Wagon-R,New,32500.0,11.082157933374816
Maruti Suzuki,Alto-800,9,73000.0,Manual,second,Petrol,230000,Maruti Suzuki_Alto-800,Mid,8111.111111111111,11.19822841866684
Honda,City,10,153000.0,Manual,first,Petrol,460000,Honda_City,Mid,15300.0,11.938199736300925
Maruti Suzuki,Celerio,9,55000.0,Manual,second,Hybrid/CNG,349000,Maruti Suzuki_Celerio,Mid,6111.111111111111,10.915106645867503
Hyundai,Xcent,9,85000.0,Manual,first,Petrol,295000,Hyundai_Xcent,Mid,9444.444444444445,11.350418300109132
Toyota,Innova Crysta,7,163000.0,Manual,first,Diesel,1779999,Toyota_Innova Crysta,Mid,23285.714285714286,12.001511614739405
Honda,City,14,86000.0,Manual,second,Hybrid/CNG,210000,Honda_City,Old,6142.857142857143,11.362114203075018
Hyundai,Creta,7,58789.0,Manual,first,Diesel,880000,Hyundai_Creta,Mid,8398.42857142857,10.9817270513963
Maruti Suzuki,Estilo,13,88000.0,Manual,first,Petrol,160000,Maruti Suzuki_Estilo,Old,6769.2307692307695,11.385103457032141
Maruti Suzuki,Celerio,5,78000.0,Manual,first,Hybrid/CNG,530000,Maruti Suzuki_Celerio,Recent,15600.0,11.264476926102367
Maruti Suzuki,Alto-K10,13,78000.0,Automatic,first,Hybrid/CNG,150000,Maruti Suzuki_Alto-K10,Old,6000.0,11.264476926102367
Maruti Suzuki,Baleno,6,66000.0,Automatic,second,Hybrid/CNG,515000,Maruti Suzuki_Baleno,Mid,11000.0,11.097425172408931
Maruti Suzuki,Alto-800,8,57000.0,Manual,first,Petrol,300000,Maruti Suzuki_Alto-800,Mid,7125.0,10.950824090522445
Nissan,Terrano,6,121000.0,Manual,first,Diesel,599000,Nissan_Terrano,Mid,20166.666666666668,11.703554089007538
Tata,Zest,9,76000.0,Manual,first,Diesel,299000,Tata_Zest,Mid,8444.444444444445,11.23850177707664
Volkswagen,Polo,11,100000.0,Manual,second,Diesel,230000,Volkswagen_Polo,Old,9090.90909090909,11.51293546492023
Renault,KWID,5,42000.0,Automatic,second,Hybrid/CNG,380000,Renault_KWID,Recent,8400.0,10.645448706505872
Hyundai,Verna,5,39000.0,Automatic,first,Hybrid/CNG,825000,Hyundai_Verna,Recent,7800.0,10.571342565808699
Mercedes-Benz,GL-Class,14,143000.0,Automatic,second,Diesel,1395000,Mercedes-Benz_GL-Class,Old,10214.285714285714,11.870606902224587
Land Rover,Discovery Sport,8,70000.0,Automatic,first,Diesel,3000000,Land Rover_Discovery Sport,Mid,8750.0,11.156264806643742
Maruti Suzuki,Alto-K10,6,58296.0,Automatic,first,Petrol,420000,Maruti Suzuki_Alto-K10,Mid,9716.0,10.97330591303859
Maruti Suzuki,Swift-Dzire,6,118000.0,Manual,second,Diesel,650000,Maruti Suzuki_Swift-Dzire,Mid,19666.666666666668,11.678448377988165
Toyota,Innova Hycross,1,38100.0,Automatic,first,Hybrid/CNG,3799000,Toyota_Innova Hycross,New,38100.0,10.547995807489514
Tata,Tigor,6,54750.0,Automatic,first,Hybrid/CNG,450000,Tata_Tigor,Mid,9125.0,10.91055091235213
Volkswagen,VentoTest,12,116000.0,Manual,first,Diesel,464000,Volkswagen_VentoTest,Old,9666.666666666666,11.661354090741
Hyundai,Creta,2,16000.0,Manual,first,Petrol,1300000,Hyundai_Creta,New,8000.0,9.680406499268875
Toyota,Fortuner,9,98000.0,Manual,second,Diesel,1545000,Toyota_Fortuner,Mid,10888.888888888889,11.49273296168228
Hyundai,i20,11,71000.0,Manual,second,Hybrid/CNG,425000,Hyundai_i20,Old,6454.545454545455,11.170449240431308
Maruti Suzuki,Sx4,15,99000.0,Manual,second,Hybrid/CNG,295000,Maruti Suzuki_Sx4,Old,6600.0,11.502885230075814
Mahindra,E-20,7,46550.0,Automatic,first,Petrol,222000,Mahindra_E-20,Mid,6650.0,10.748303764751594
Maruti Suzuki,Alto-800,8,72000.0,Manual,second,Hybrid/CNG,245000,Maruti Suzuki_Alto-800,Mid,9000.0,11.184435286790631
Toyota,Innova Crysta,6,200000.0,Automatic,second,Diesel,1850000,Toyota_Innova Crysta,Mid,33333.333333333336,12.206077645517674
Honda,City,7,70000.0,Automatic,second,Hybrid/CNG,775000,Honda_City,Mid,10000.0,11.156264806643742
Maruti Suzuki,Swift,9,32000.0,Manual,first,Petrol,495000,Maruti Suzuki_Swift,Mid,3555.5555555555557,10.373522431293592
Honda,City,5,78000.0,Automatic,second,Hybrid/CNG,810000,Honda_City,Recent,15600.0,11.264476926102367
Bajaj,RE60,17,1500.0,Automatic,first,Hybrid/CNG,370000,Bajaj_RE60,Old,88.23529411764706,7.313886831633462
Volvo,XC60,2,32000.0,Automatic,first,Petrol,6300000,Volvo_XC60,New,16000.0,10.373522431293592
Hyundai,i20,8,57000.0,Manual,second,Petrol,575000,Hyundai_i20,Mid,7125.0,10.950824090522445
Honda,City,13,70000.0,Automatic,second,Hybrid/CNG,331000,Honda_City,Old,5384.615384615385,11.156264806643742
Kia,Seltos,2,8690.0,Manual,first,Petrol,1495000,Kia_Seltos,New,4345.0,9.07004328643746
Maruti Suzuki,Wagon-R-1-0,2,21878.0,Manual,first,Hybrid/CNG,640000,Maruti Suzuki_Wagon-R-1-0,New,10939.0,9.993282551652342
Maruti Suzuki,Ertiga,5,65000.0,Automatic,second,Hybrid/CNG,820000,Maruti Suzuki_Ertiga,Recent,13000.0,11.082157933374816
Maruti Suzuki,Omni,15,46000.0,Automatic,second,Hybrid/CNG,165000,Maruti Suzuki_Omni,Old,3066.6666666666665,10.736418414365376
Ford,Figo,7,102500.0,Manual,first,Diesel,400000,Ford_Figo,Mid,14642.857142857143,11.537627833610571
Ford,Ecosport,6,77000.0,Manual,first,Petrol,720000,Ford_Ecosport,Mid,12833.333333333334,11.251573687764477
Hyundai,Grand i10,7,76000.0,Manual,first,Petrol,460000,Hyundai_Grand i10,Mid,10857.142857142857,11.23850177707664
Kia,Sonet,1,8100.0,Automatic,first,Petrol,1175000,Kia_Sonet,New,8100.0,8.999742789830492
Tata,Tiago,3,19000.0,Automatic,first,Petrol,665000,Tata_Tiago,Recent,6333.333333333333,9.852246888342531
Mahindra,XUV500,10,80000.0,Manual,second,Diesel,475000,Mahindra_XUV500,Mid,8000.0,11.289794413577894
Mahindra,XUV500,9,90000.0,Manual,first,Diesel,475000,Mahindra_XUV500,Mid,10000.0,11.407576060361786
Volkswagen,Polo,5,72000.0,Manual,first,Petrol,690000,Volkswagen_Polo,Recent,14400.0,11.184435286790631
Audi,Q7,7,85000.0,Automatic,first,Diesel,2698000,Audi_Q7,Mid,12142.857142857143,11.350418300109132
Hyundai,Aura,1,1234.0,Automatic,first,Hybrid/CNG,250000,Hyundai_Aura,New,1234.0,7.118826249062078
Toyota,Corolla Altis,13,71000.0,Automatic,second,Petrol,345000,Toyota_Corolla Altis,Old,5461.538461538462,11.170449240431308
Renault,New Duster,11,85000.0,Manual,second,Diesel,311000,Renault_New Duster,Old,7727.272727272727,11.350418300109132
Maruti Suzuki,Ignis,3,42000.0,Automatic,first,Hybrid/CNG,540000,Maruti Suzuki_Ignis,Recent,14000.0,10.645448706505872
Land Rover,Range Rover Evoque,7,90000.0,Automatic,first,Diesel,3100000,Land Rover_Range Rover Evoque,Mid,12857.142857142857,11.407576060361786
Skoda,Rapid,12,70000.0,Manual,second,Diesel,299000,Skoda_Rapid,Old,5833.333333333333,11.156264806643742
Hyundai,i10,15,170000.0,Manual,second,Petrol,179000,Hyundai_i10,Old,11333.333333333334,12.04355959836804
Tata,Tiago,6,68000.0,Automatic,first,Petrol,399000,Tata_Tiago,Mid,11333.333333333334,11.127277689932466
Maruti Suzuki,Wagon-R,4,72500.0,Manual,first,Hybrid/CNG,425000,Maruti Suzuki_Wagon-R,Recent,18125.0,11.19135563385109
Hyundai,Grand i10,8,70000.0,Manual,first,Hybrid/CNG,425000,Hyundai_Grand i10,Mid,8750.0,11.156264806643742
Mahindra,XUV500,12,110000.0,Manual,second,Diesel,740000,Mahindra_XUV500,Old,9166.666666666666,11.608244735642321
Maruti Suzuki,Celerio,7,80000.0,Automatic,second,Hybrid/CNG,450000,Maruti Suzuki_Celerio,Mid,11428.57142857143,11.289794413577894
Hyundai,Grand i10,6,65000.0,Manual,second,Petrol,465000,Hyundai_Grand i10,Mid,10833.333333333334,11.082157933374816
Honda,Jazz,7,57000.0,Automatic,second,Hybrid/CNG,535000,Honda_Jazz,Mid,8142.857142857143,10.950824090522445
Maruti Suzuki,Baleno,8,77000.0,Automatic,second,Hybrid/CNG,489999,Maruti Suzuki_Baleno,Mid,9625.0,11.251573687764477
Hyundai,i10,12,20000.0,Automatic,second,Petrol,210000,Hyundai_i10,Old,1666.6666666666667,9.90353755128617
Maruti Suzuki,Celerio,6,92000.0,Automatic,second,Petrol,425000,Maruti Suzuki_Celerio,Mid,15333.333333333334,11.429554725537322
Honda,WRV,2,29000.0,Manual,first,Petrol,950000,Honda_WRV,New,14500.0,10.275085591132715
Hyundai,Xcent,10,65000.0,Manual,second,Hybrid/CNG,410000,Hyundai_Xcent,Mid,6500.0,11.082157933374816
Mahindra,Ssangyong-Rexton,11,115000.0,Automatic,first,Diesel,669888,Mahindra_Ssangyong-Rexton,Old,10454.545454545454,11.652696102959753
Hyundai,i20,6,65000.0,Manual,first,Petrol,475000,Hyundai_i20,Mid,10833.333333333334,11.082157933374816
Maruti Suzuki,Celerio,8,45000.0,Automatic,second,Petrol,325000,Maruti Suzuki_Celerio,Mid,5625.0,10.714439990727769
Tata,Tiago,4,37000.0,Automatic,second,Petrol,435000,Tata_Tiago,Recent,9250.0,10.518700218288165
Hyundai,Venue,4,92000.0,Manual,first,Diesel,960000,Hyundai_Venue,Recent,23000.0,11.429554725537322
Volkswagen,Tiguan,6,141000.0,Automatic,second,Diesel,1699999,Volkswagen_Tiguan,Mid,23500.0,11.856522261533737
Maruti Suzuki,Vitara-Brezza,4,78000.0,Automatic,first,Diesel,980000,Maruti Suzuki_Vitara-Brezza,Recent,19500.0,11.264476926102367
Maruti Suzuki,Ertiga,7,92000.0,Manual,first,Diesel,599000,Maruti Suzuki_Ertiga,Mid,13142.857142857143,11.429554725537322
Maruti Suzuki,Celerio,5,86000.0,Manual,first,Hybrid/CNG,390000,Maruti Suzuki_Celerio,Recent,17200.0,11.362114203075018
Maruti Suzuki,S-Cross,9,135000.0,Manual,first,Diesel,640000,Maruti Suzuki_S-Cross,Mid,15000.0,11.813037464800539
Maruti Suzuki,Swift-Dzire,7,180000.0,Automatic,first,Hybrid/CNG,260000,Maruti Suzuki_Swift-Dzire,Mid,25714.285714285714,12.100717685412471
Ford,Ecosport,10,82000.0,Manual,first,Diesel,450000,Ford_Ecosport,Mid,8200.0,11.314486721293981
Mercedes-Benz,M-Class,11,81000.0,Automatic,second,Diesel,1599000,Mercedes-Benz_M-Class,Old,7363.636363636364,11.302216779257382
Maruti Suzuki,Alto-K10,10,89000.0,Manual,first,Petrol,250000,Maruti Suzuki_Alto-K10,Mid,8900.0,11.39640288460621
Toyota,Glanza,5,28000.0,Automatic,first,Petrol,625000,Toyota_Glanza,Recent,5600.0,10.239995502805316
Maruti Suzuki,Swift,9,59000.0,Manual,second,Petrol,451000,Maruti Suzuki_Swift,Mid,6555.555555555556,10.985309671896763
Maruti Suzuki,Swift,12,60000.0,Manual,second,Diesel,250000,Maruti Suzuki_Swift,Old,5000.0,11.002116507732017
Toyota,Corolla Altis,11,65000.0,Manual,first,Petrol,329000,Toyota_Corolla Altis,Old,5909.090909090909,11.082157933374816
Hyundai,Grand i10 Prime,9,30.0,Automatic,second,Hybrid/CNG,280000,Hyundai_Grand i10 Prime,Mid,3.3333333333333335,3.4339872044851463
Tata,Altroz,2,23000.0,Manual,first,Diesel,950000,Tata_Altroz,New,11500.0,10.043292972227004
Land Rover,Freelander 2,11,99000.0,Automatic,second,Diesel,875000,Land Rover_Freelander 2,Old,9000.0,11.502885230075814
Maruti Suzuki,Wagon-R-1-0,7,85000.0,Automatic,second,Hybrid/CNG,265000,Maruti Suzuki_Wagon-R-1-0,Mid,12142.857142857143,11.350418300109132
Maruti Suzuki,Ertiga,5,67999.0,Manual,first,Hybrid/CNG,963000,Maruti Suzuki_Ertiga,Recent,13599.8,11.127262984158243
Maruti Suzuki,Swift,15,78500.0,Manual,second,Petrol,119000,Maruti Suzuki_Swift,Old,5233.333333333333,11.270866642542865
Renault,Triber,4,28000.0,Manual,first,Petrol,589000,Renault_Triber,Recent,7000.0,10.239995502805316
Maruti Suzuki,Celerio,7,64000.0,Automatic,second,Hybrid/CNG,320000,Maruti Suzuki_Celerio,Mid,9142.857142857143,11.06665398721974
Hyundai,New Elantra,10,64000.0,Manual,second,Petrol,459000,Hyundai_New Elantra,Mid,6400.0,11.06665398721974
Maruti Suzuki,Alto-K10,8,75000.0,Automatic,second,Hybrid/CNG,260000,Maruti Suzuki_Alto-K10,Mid,9375.0,11.225256725762893
Mercedes-Benz,E-Class,12,54000.0,Automatic,second,Petrol,875000,Mercedes-Benz_E-Class,Old,4500.0,10.896757843893464
Maruti Suzuki,Alto-800,11,75000.0,Manual,first,Hybrid/CNG,235000,Maruti Suzuki_Alto-800,Old,6818.181818181818,11.225256725762893
Maruti Suzuki,Wagon-R,6,85000.0,Manual,second,Petrol,390000,Maruti Suzuki_Wagon-R,Mid,14166.666666666666,11.350418300109132
Maruti Suzuki,Ertiga,2,25000.0,Manual,first,Hybrid/CNG,1140000,Maruti Suzuki_Ertiga,New,12500.0,10.12667110305036
Maruti Suzuki,Dzire,1,1234.0,Manual,first,Hybrid/CNG,250000,Maruti Suzuki_Dzire,New,1234.0,7.118826249062078
BMW,X1,5,90000.0,Automatic,second,Diesel,1900000,BMW_X1,Recent,18000.0,11.407576060361786
Mahindra,Bolero,3,48000.0,Manual,first,Diesel,950000,Mahindra_Bolero,Recent,16000.0,10.778977123006351
Honda,City,10,58000.0,Automatic,first,Hybrid/CNG,460000,Honda_City,Mid,5800.0,10.968215530759236
Maruti Suzuki,Omni,5,31000.0,Manual,first,Petrol,325000,Maruti Suzuki_Omni,Recent,6200.0,10.34177474101152
Toyota,Fortuner,10,144000.0,Manual,first,Diesel,1500000,Toyota_Fortuner,Mid,14400.0,11.87757552297847
Toyota,Innova Crysta,8,145000.0,Automatic,first,Diesel,1820000,Toyota_Innova Crysta,Mid,18125.0,11.884495917930655
Hyundai,Creta,7,118000.0,Automatic,second,Diesel,899000,Hyundai_Creta,Mid,16857.14285714286,11.678448377988165
Hyundai,Grand i10,5,65473.0,Manual,first,Hybrid/CNG,525000,Hyundai_Grand i10,Recent,13094.6,11.089408396254315
Hyundai,Grand i10,9,59000.0,Automatic,second,Hybrid/CNG,480000,Hyundai_Grand i10,Mid,6555.555555555556,10.985309671896763
Hyundai,Verna,11,99000.0,Manual,first,Diesel,450000,Hyundai_Verna,Old,9000.0,11.502885230075814
Maruti Suzuki,Ertiga,11,85000.0,Manual,first,Diesel,470000,Maruti Suzuki_Ertiga,Old,7727.272727272727,11.350418300109132
Maruti Suzuki,Alto-K10,1,51000.0,Manual,first,Hybrid/CNG,550000,Maruti Suzuki_Alto-K10,New,51000.0,10.839600519357369
Mahindra,XUV500,6,83000.0,Manual,first,Diesel,1175000,Mahindra_XUV500,Mid,13833.333333333334,11.326607934898927
Hyundai,i10,15,73000.0,Automatic,second,Hybrid/CNG,260000,Hyundai_i10,Old,4866.666666666667,11.19822841866684
Maruti Suzuki,Wagon-R,3,35312.0,Manual,first,Hybrid/CNG,595000,Maruti Suzuki_Wagon-R,Recent,11770.666666666666,10.47200644708059
Maruti Suzuki,XL6,3,26716.0,Manual,first,Petrol,1065000,Maruti Suzuki_XL6,Recent,8905.333333333334,10.19305534589812
Honda,WRV,7,36000.0,Manual,first,Petrol,680000,Honda_WRV,Mid,5142.857142857143,10.491301994830229
Maruti Suzuki,Swift,3,52000.0,Automatic,first,Hybrid/CNG,649000,Maruti Suzuki_Swift,Recent,17333.333333333332,10.859018228147887
Honda,City,15,91000.0,Automatic,second,Hybrid/CNG,96000,Honda_City,Old,6066.666666666667,11.418625774449598
Maruti Suzuki,Swift,10,90000.0,Manual,second,Diesel,420000,Maruti Suzuki_Swift,Mid,9000.0,11.407576060361786
Hyundai,Grand i10,5,65000.0,Manual,second,Petrol,432000,Hyundai_Grand i10,Recent,13000.0,11.082157933374816
Toyota,Innova Hycross,1,33000.0,Automatic,first,Hybrid/CNG,3600000,Toyota_Innova Hycross,New,33000.0,10.404293143019792
Renault,Duster,7,43000.0,Manual,second,Diesel,451500,Renault_Duster,Mid,6142.857142857143,10.668978650219241
Hyundai,Creta,8,205828.0,Manual,first,Diesel,700000,Hyundai_Creta,Mid,25728.5,12.234801005962971
Mitsubishi,Pajero Sport,9,135000.0,Automatic,second,Diesel,950000,Mitsubishi_Pajero Sport,Mid,15000.0,11.813037464800539
Chevrolet,Beat,12,76000.0,Manual,second,Diesel,138000,Chevrolet_Beat,Old,6333.333333333333,11.23850177707664
Maruti Suzuki,Ritz,8,172000.0,Manual,first,Diesel,325000,Maruti Suzuki_Ritz,Mid,21500.0,12.055255569732177
Maruti Suzuki,Eeco,12,100212.0,Automatic,second,Hybrid/CNG,241000,Maruti Suzuki_Eeco,Old,8351.0,11.51505319973629
Maruti Suzuki,Alto-K10,9,52000.0,Automatic,second,Hybrid/CNG,350000,Maruti Suzuki_Alto-K10,Mid,5777.777777777777,10.859018228147887
Maruti Suzuki,Alto-K10,9,23000.0,Manual,second,Petrol,249999,Maruti Suzuki_Alto-K10,Mid,2555.5555555555557,10.043292972227004
Toyota,Fortuner,11,143000.0,Automatic,first,Diesel,1425000,Toyota_Fortuner,Old,13000.0,11.870606902224587
Toyota,Innova Crysta,8,147000.0,Manual,second,Diesel,1499000,Toyota_Innova Crysta,Mid,18375.0,11.898194668458823
Honda,Civic,17,96000.0,Automatic,second,Hybrid/CNG,147000,Honda_Civic,Old,5647.058823529412,11.472113887062386
Hyundai,Santro,17,42000.0,Manual,second,Petrol,135000,Hyundai_Santro,Old,2470.5882352941176,10.645448706505872
